時間,儲能(Energy Storage System),其它再生能源(Other Renewable Energy),太陽能(Solar),核能(Nuclear),民營電廠-燃氣(IPP-LNG),民營電廠-燃煤(IPP-Coal),水力(Hydro),汽電共生(Co-Gen),燃氣(LNG),燃油(Oil),燃煤(Coal),輕油(Diesel),風力(Wind),碳排放量(TCO2),每度電碳排(kgCO₂/kWh),總發電量(MW),碳排放量(TCO₂),再生能源佔比(%),化石燃料佔比(%),低碳能源佔比(%),儲能(Energy Storage System)(%),其它再生能源(Other Renewable Energy)(%),太陽能(Solar)(%),民營電廠-燃氣(IPP-LNG)(%),民營電廠-燃煤(IPP-Coal)(%),水力(Hydro)(%),汽電共生(Co-Gen)(%),燃氣(LNG)(%),燃油(Oil)(%),燃煤(Coal)(%),輕油(Diesel)(%),風力(Wind)(%)
2025-09-27 12:20,0.0,42.7,7029.87,,3550.7,1601.8,412.3,1040.4,11456.6,191.9,6963.0,45.9,68.0,16028.74,0.49,,,,,,0.0,0.13,21.7,10.96,4.94,1.27,3.21,35.36,0.59,21.49,0.14,0.21
2025-09-27 15:14,168.1,44.5,4691.05,,4108.7,1671.1,807.7,1229.6,11392.3,197.7,7675.1,48.4,198.2,17099.14,0.53,,,,,,0.52,0.14,14.55,12.75,5.18,2.51,3.81,35.34,0.61,23.81,0.15,0.61
2025-09-27 20:33,1354.9,39.9,0.0,,4528.0,1671.0,1451.3,1119.6,12282.6,528.5,8473.0,66.2,157.0,18685.73,0.59,,,,,,4.28,0.13,0.0,14.3,5.28,4.58,3.53,38.78,1.67,26.75,0.21,0.5
2025-09-27 21:20,1508.4,40.8,0.0,,4575.0,1665.9,1354.4,1096.2,12359.9,529.6,8366.9,65.7,102.9,18634.22,0.59,,,,,,4.76,0.13,0.0,14.45,5.26,4.28,3.46,39.03,1.67,26.42,0.21,0.32
2025-09-28 03:12,0.0,42.7,0.0,,2744.7,1596.2,653.1,1023.7,11869.5,195.3,8305.2,46.9,9.2,17028.68,0.64,,,,,,0.0,0.16,0.0,10.36,6.03,2.47,3.86,44.81,0.74,31.36,0.18,0.03
2025-09-28 04:17,0.0,44.0,0.0,,2692.0,1598.8,651.6,1062.8,11770.0,197.6,8053.8,46.0,6.6,16753.2,0.64,,,,,,0.0,0.17,0.0,10.31,6.12,2.49,4.07,45.06,0.76,30.83,0.18,0.03
2025-09-28 05:14,71.6,43.0,5.95,,2770.8,1599.3,660.0,1188.3,11882.3,197.5,7875.9,44.7,14.9,16763.21,0.64,,,,,,0.27,0.16,0.02,10.51,6.07,2.5,4.51,45.09,0.75,29.88,0.17,0.06
2025-09-28 09:28,0.0,46.3,5422.92,,1385.5,1513.0,487.4,1076.1,11062.4,191.3,6136.2,42.7,1.0,13943.23,0.51,,,,,,0.0,0.17,19.82,5.06,5.53,1.78,3.93,40.43,0.7,22.42,0.16,0.0
2025-09-28 19:13,1426.3,41.6,0.0,,3950.5,1652.1,1670.8,795.6,12503.6,507.3,8125.8,66.5,42.0,17966.89,0.58,,,,,,4.63,0.14,0.0,12.83,5.37,5.43,2.58,40.62,1.65,26.4,0.22,0.14
2025-09-29 01:13,1097.8,42.8,0.0,,2745.4,1721.1,556.8,748.6,12023.5,353.1,7538.5,52.1,37.9,16494.01,0.61,,,,,,4.08,0.16,0.0,10.2,6.39,2.07,2.78,44.67,1.31,28.01,0.19,0.14
2025-09-29 02:22,457.7,40.9,0.0,,2615.4,1718.1,550.6,677.2,11844.1,277.0,7433.5,49.8,12.1,16136.44,0.63,,,,,,1.78,0.16,0.0,10.19,6.69,2.14,2.64,46.13,1.08,28.95,0.19,0.05
2025-09-29 04:18,68.8,42.3,0.0,,2527.8,1720.6,553.5,844.4,11467.2,201.7,7199.4,47.7,0.6,15734.05,0.64,,,,,,0.28,0.17,0.0,10.24,6.97,2.24,3.42,46.47,0.82,29.18,0.19,0.0
2025-09-29 06:15,0.0,41.6,11.12,,2551.2,1650.2,531.1,792.6,11317.8,198.2,7153.8,47.2,0.9,15532.34,0.64,,,,,,0.0,0.17,0.05,10.5,6.79,2.19,3.26,46.58,0.82,29.44,0.19,0.0
2025-09-29 07:16,0.0,39.7,1279.75,,2135.8,1640.7,531.3,876.8,10799.1,193.9,7065.8,46.1,0.7,15023.69,0.61,,,,,,0.0,0.16,5.2,8.68,6.67,2.16,3.56,43.88,0.79,28.71,0.19,0.0
2025-09-29 12:22,0.0,46.5,6646.9,,2650.7,1650.6,551.1,1712.0,11026.2,223.6,6552.4,47.1,25.5,15467.27,0.5,,,,,,0.0,0.15,21.35,8.51,5.3,1.77,5.5,35.42,0.72,21.05,0.15,0.08
2025-09-29 14:29,0.0,42.5,5448.51,,3292.7,1712.7,557.4,1723.6,10948.1,300.6,7131.9,49.6,57.7,16397.34,0.52,,,,,,0.0,0.14,17.43,10.53,5.48,1.78,5.51,35.02,0.96,22.81,0.16,0.18
2025-09-29 16:27,198.9,40.2,2545.73,,3903.1,1721.5,677.9,1720.1,11675.2,337.5,7289.1,60.7,26.8,17252.35,0.57,,,,,,0.66,0.13,8.43,12.93,5.7,2.24,5.7,38.66,1.12,24.14,0.2,0.09
2025-09-29 21:29,1723.6,38.9,0.0,,3993.1,1717.6,758.7,1722.3,12064.2,355.7,7312.3,67.2,4.2,17530.62,0.59,,,,,,5.79,0.13,0.0,13.42,5.77,2.55,5.79,40.54,1.2,24.57,0.23,0.01
2025-09-29 22:18,1910.1,38.4,0.0,,4001.6,1714.3,649.3,1507.8,11911.0,353.1,7042.0,64.0,1.2,17078.53,0.59,,,,,,6.54,0.13,0.0,13.71,5.87,2.22,5.16,40.8,1.21,24.12,0.22,0.0
2025-09-30 02:27,180.6,38.5,0.0,,3335.3,1714.2,597.2,1152.1,11867.7,341.4,6167.4,48.8,26.6,15700.8,0.62,,,,,,0.71,0.15,0.0,13.1,6.73,2.34,4.52,46.6,1.34,24.21,0.19,0.1
2025-09-30 17:19,1957.5,38.3,863.25,,5268.6,1721.3,1474.7,1732.1,12283.0,866.6,7546.9,67.3,25.7,18906.93,0.56,,,,,,5.78,0.11,2.55,15.57,5.09,4.36,5.12,36.29,2.56,22.3,0.2,0.08
2025-09-30 19:15,2128.3,43.9,0.0,,5452.2,1717.0,1689.8,1707.2,12312.7,905.6,7392.0,70.0,2.4,18888.85,0.57,,,,,,6.37,0.13,0.0,16.31,5.14,5.06,5.11,36.84,2.71,22.12,0.21,0.01
2025-09-30 21:28,1057.1,41.6,0.0,,5262.4,1722.2,1586.2,1728.2,12270.2,925.6,6777.0,235.6,0.5,18393.24,0.58,,,,,,3.34,0.13,0.0,16.65,5.45,5.02,5.47,38.82,2.93,21.44,0.75,0.0
2025-10-01 00:22,18.4,42.2,0.0,,4764.4,1719.9,915.4,1515.0,12231.2,919.0,6575.2,273.8,0.5,17840.32,0.62,,,,,,0.06,0.15,0.0,16.44,5.94,3.16,5.23,42.21,3.17,22.69,0.94,0.0
2025-10-01 02:24,0.0,38.7,0.0,,4767.3,1719.0,766.1,1338.2,12269.2,904.9,6551.4,49.2,1.0,17530.27,0.62,,,,,,0.0,0.14,0.0,16.78,6.05,2.7,4.71,43.19,3.19,23.06,0.17,0.0
2025-10-01 03:14,37.7,33.4,0.0,,4644.0,1723.8,795.4,1392.0,12080.7,720.0,6565.3,47.7,2.9,17274.29,0.62,,,,,,0.13,0.12,0.0,16.56,6.15,2.84,4.96,43.08,2.57,23.41,0.17,0.01
2025-10-01 09:37,181.6,34.6,5182.53,,4957.6,1650.6,591.4,1932.9,11874.1,745.7,6542.5,53.0,14.0,17590.99,0.52,,,,,,0.54,0.1,15.35,14.68,4.89,1.75,5.73,35.17,2.21,19.38,0.16,0.04
2025-10-01 12:20,53.1,28.4,7021.19,,4500.2,1649.9,523.0,1775.1,11804.9,553.2,6446.1,53.3,24.9,16991.88,0.49,,,,,,0.15,0.08,20.39,13.07,4.79,1.52,5.16,34.28,1.61,18.72,0.15,0.07
2025-10-01 13:18,235.1,29.9,6874.52,,5254.8,1648.5,567.7,1774.9,12038.2,650.5,6502.4,55.2,56.1,17614.57,0.49,,,,,,0.66,0.08,19.26,14.72,4.62,1.59,4.97,33.73,1.82,18.22,0.15,0.16
2025-10-01 20:39,1002.7,33.0,0.0,,5746.9,1719.7,1681.2,1742.1,12596.7,923.3,6563.0,293.5,13.8,18659.61,0.58,,,,,,3.1,0.1,0.0,17.78,5.32,5.2,5.39,38.98,2.86,20.31,0.91,0.04
2025-10-01 22:18,1116.2,29.7,0.0,,5744.6,1716.9,1001.1,1774.0,12607.9,919.4,6522.0,67.7,2.1,18448.73,0.59,,,,,,3.54,0.09,0.0,18.24,5.45,3.18,5.63,40.02,2.92,20.7,0.21,0.01
2025-10-01 23:18,144.3,28.4,0.0,,5758.2,1717.3,844.7,1640.1,12560.4,892.8,6541.7,62.5,3.9,18343.83,0.61,,,,,,0.48,0.09,0.0,19.07,5.69,2.8,5.43,41.6,2.96,21.67,0.21,0.01
2025-10-02 01:16,0.0,34.8,0.0,,5749.1,1713.1,664.5,1372.3,12426.6,539.9,6457.5,55.3,56.6,17743.69,0.61,,,,,,0.0,0.12,0.0,19.78,5.89,2.29,4.72,42.75,1.86,22.21,0.19,0.19
2025-10-02 04:20,0.0,35.3,0.0,,5363.0,1694.6,480.6,1357.5,11546.7,334.5,5702.5,51.4,104.6,16238.03,0.61,,,,,,0.0,0.13,0.0,20.11,6.35,1.8,5.09,43.29,1.25,21.38,0.19,0.39
2025-10-02 07:15,0.0,34.9,1197.62,,5542.6,1647.6,488.9,1452.6,11725.4,330.7,5246.4,52.5,13.8,16019.35,0.58,,,,,,0.0,0.13,4.32,19.99,5.94,1.76,5.24,42.28,1.19,18.92,0.19,0.05
2025-10-02 09:19,316.2,33.8,5233.79,,5654.1,1645.1,509.9,1686.3,11805.6,330.1,5575.0,51.8,2.0,16547.83,0.5,,,,,,0.96,0.1,15.94,17.22,5.01,1.55,5.13,35.94,1.01,16.97,0.16,0.01
2025-10-02 17:18,1429.7,32.5,887.52,,5690.9,1720.8,1598.9,1790.3,12671.1,912.9,6667.2,56.4,29.4,18582.64,0.55,,,,,,4.27,0.1,2.65,16.99,5.14,4.77,5.35,37.84,2.73,19.91,0.17,0.09
2025-10-02 18:17,2181.0,30.3,0.0,,5717.3,1722.1,1772.6,1767.3,12681.4,917.1,6649.5,57.6,17.6,18576.81,0.55,,,,,,6.51,0.09,0.0,17.06,5.14,5.29,5.27,37.84,2.74,19.84,0.17,0.05
2025-10-02 20:36,1463.6,32.2,0.0,,5752.2,1722.7,1572.5,1697.0,12590.7,913.7,6654.0,58.9,14.6,18509.71,0.57,,,,,,4.51,0.1,0.0,17.71,5.31,4.84,5.23,38.77,2.81,20.49,0.18,0.04
2025-10-02 22:17,1006.1,22.4,0.0,,5762.0,1719.7,921.8,1748.9,12630.0,917.0,6651.5,56.4,19.7,18560.96,0.59,,,,,,3.2,0.07,0.0,18.32,5.47,2.93,5.56,40.15,2.92,21.15,0.18,0.06
2025-10-03 02:25,0.0,23.9,0.0,,5450.7,1719.3,348.4,1276.0,11812.5,332.7,6586.3,41.2,28.5,17173.42,0.62,,,,,,0.0,0.09,0.0,19.73,6.22,1.26,4.62,42.77,1.2,23.85,0.15,0.1
2025-10-03 06:16,0.0,25.2,20.79,,5485.5,1646.9,382.0,1458.2,12133.5,329.7,5419.3,39.7,17.8,16341.5,0.61,,,,,,0.0,0.09,0.08,20.35,6.11,1.42,5.41,45.01,1.22,20.1,0.15,0.07
2025-10-03 07:15,0.0,25.5,1276.02,,5427.2,1643.4,372.5,1371.8,12063.8,329.8,5429.7,41.1,16.7,16233.14,0.58,,,,,,0.0,0.09,4.56,19.38,5.87,1.33,4.9,43.09,1.18,19.39,0.15,0.06
2025-10-03 10:55,423.8,28.6,6287.9,,5613.1,1649.2,395.0,1800.3,11765.9,333.6,5945.5,42.6,19.2,16908.0,0.49,,,,,,1.24,0.08,18.33,16.36,4.81,1.15,5.25,34.3,0.97,17.33,0.12,0.06
2025-10-03 13:17,67.7,30.6,6600.38,,5653.7,1648.4,516.6,1824.6,11911.9,610.5,6531.3,43.3,39.8,17764.5,0.5,,,,,,0.19,0.09,18.6,15.94,4.65,1.46,5.14,33.57,1.72,18.41,0.12,0.11
2025-10-03 15:17,998.0,28.8,4324.04,,5669.4,1716.8,1120.0,1742.4,12346.2,890.6,6635.9,47.1,22.2,18323.19,0.52,,,,,,2.81,0.08,12.17,15.95,4.83,3.15,4.9,34.74,2.51,18.67,0.13,0.06
2025-10-03 18:18,1958.0,27.0,0.0,,5715.5,1716.2,1452.8,1802.9,12670.4,909.2,6637.8,60.2,30.9,18571.82,0.56,,,,,,5.94,0.08,0.0,17.33,5.2,4.4,5.47,38.42,2.76,20.13,0.18,0.09
2025-10-03 19:15,1654.3,29.4,0.0,,5728.4,1718.5,1340.2,1788.0,12686.8,906.3,6630.2,58.5,105.5,18568.99,0.57,,,,,,5.07,0.09,0.0,17.55,5.26,4.11,5.48,38.86,2.78,20.31,0.18,0.32
2025-10-03 22:16,942.9,28.9,0.0,,5741.6,1718.3,664.7,1767.6,12575.5,679.3,6618.8,52.7,64.9,18310.73,0.59,,,,,,3.06,0.09,0.0,18.61,5.57,2.15,5.73,40.76,2.2,21.45,0.17,0.21
2025-10-04 05:14,0.0,28.0,4.09,,4182.7,1645.3,286.4,1156.8,11710.0,329.2,5875.5,39.8,79.8,15706.34,0.62,,,,,,0.0,0.11,0.02,16.51,6.49,1.13,4.57,46.22,1.3,23.19,0.16,0.31
2025-10-04 10:50,0.0,31.3,6538.54,,4187.8,1631.1,290.2,1138.4,11721.4,327.3,5210.1,34.1,14.1,15085.54,0.48,,,,,,0.0,0.1,21.01,13.46,5.24,0.93,3.66,37.66,1.05,16.74,0.11,0.05
2025-10-04 11:23,0.0,26.8,6831.62,,4075.6,1627.7,297.0,1210.5,11867.8,330.7,5280.5,36.1,10.2,15210.62,0.48,,,,,,0.0,0.08,21.62,12.9,5.15,0.94,3.83,37.56,1.05,16.71,0.11,0.03
2025-10-04 13:15,0.0,27.6,6779.5,,4300.7,1630.6,321.0,1132.9,12109.7,331.4,5393.2,37.5,29.2,15503.36,0.48,,,,,,0.0,0.09,21.12,13.4,5.08,1.0,3.53,37.73,1.03,16.8,0.12,0.09
2025-10-04 14:24,0.0,29.7,6060.2,,4844.4,1628.3,355.8,1140.6,11565.8,333.0,5793.1,42.8,34.9,15871.5,0.5,,,,,,0.0,0.09,19.04,15.22,5.12,1.12,3.58,36.34,1.05,18.2,0.13,0.11
2025-10-04 15:15,197.7,28.5,5114.73,,4806.4,1632.6,362.9,1269.9,11965.3,335.6,6056.5,42.7,13.3,16372.75,0.51,,,,,,0.62,0.09,16.07,15.1,5.13,1.14,3.99,37.6,1.05,19.03,0.13,0.04
2025-10-05 01:13,613.8,28.9,0.0,,3328.2,1626.7,377.0,1175.8,12446.9,444.7,6553.1,44.7,17.9,16348.61,0.61,,,,,,2.3,0.11,0.0,12.48,6.1,1.41,4.41,46.69,1.67,24.58,0.17,0.07
2025-10-05 05:14,12.2,28.4,4.92,,3131.0,1621.2,342.7,1250.2,11962.1,336.0,5808.8,40.5,17.6,15286.9,0.62,,,,,,0.05,0.12,0.02,12.75,6.6,1.4,5.09,48.71,1.37,23.66,0.16,0.07
2025-10-05 09:27,0.0,30.0,5541.13,,2456.3,1584.7,329.3,1146.3,10890.0,331.3,4860.5,39.5,8.8,13460.22,0.49,,,,,,0.0,0.11,20.36,9.02,5.82,1.21,4.21,40.01,1.22,17.86,0.15,0.03
2025-10-05 11:06,0.0,32.2,7006.74,,2278.5,1576.2,342.2,1286.1,11496.4,335.2,5129.5,36.3,9.8,13993.25,0.47,,,,,,0.0,0.11,23.73,7.72,5.34,1.16,4.36,38.93,1.14,17.37,0.12,0.03
2025-10-05 16:20,1410.2,30.5,2822.69,,3414.7,1628.6,516.9,1223.0,12144.9,376.3,5715.8,48.2,27.6,15465.57,0.53,,,,,,4.8,0.1,9.61,11.63,5.55,1.76,4.17,41.37,1.28,19.47,0.16,0.09
2025-10-05 19:12,1648.0,31.2,0.0,,3982.9,1624.8,1562.4,1191.5,12563.1,911.5,6559.8,54.6,17.0,17129.65,0.57,,,,,,5.47,0.1,0.0,13.21,5.39,5.18,3.95,41.67,3.02,21.76,0.18,0.06
2025-10-05 20:33,1447.9,32.4,0.0,,3989.0,1622.3,1516.5,1240.8,12503.7,911.0,6641.2,55.3,17.6,17203.78,0.57,,,,,,4.83,0.11,0.0,13.31,5.41,5.06,4.14,41.71,3.04,22.15,0.18,0.06
2025-10-05 23:15,1176.8,31.6,0.0,,3994.0,1623.8,454.5,1215.1,12537.7,912.7,6643.2,51.2,17.9,17208.89,0.6,,,,,,4.11,0.11,0.0,13.94,5.67,1.59,4.24,43.75,3.18,23.18,0.18,0.06
2025-10-06 00:19,648.4,28.6,0.0,,3499.6,1716.1,434.1,1130.3,12523.3,912.0,6647.5,47.6,17.2,16986.93,0.62,,,,,,2.35,0.1,0.0,12.68,6.22,1.57,4.09,45.37,3.3,24.08,0.17,0.06
2025-10-06 03:13,10.6,28.1,0.0,,3227.8,1712.6,344.0,1242.4,12198.2,339.2,6209.4,41.8,18.8,15895.13,0.63,,,,,,0.04,0.11,0.0,12.72,6.75,1.36,4.9,48.08,1.34,24.47,0.16,0.07
2025-10-06 17:22,836.6,29.8,935.61,,4404.3,1719.8,1294.3,1216.0,11905.5,701.4,6633.8,52.2,220.0,17008.23,0.57,,,,,,2.79,0.1,3.12,14.71,5.74,4.32,4.06,39.75,2.34,22.15,0.17,0.73
2025-10-06 18:20,1519.1,30.5,0.0,,4584.9,1719.6,1446.4,1196.0,12026.1,889.0,6620.0,55.4,298.8,17287.03,0.57,,,,,,5.0,0.1,0.0,15.09,5.66,4.76,3.94,39.58,2.93,21.79,0.18,0.98
2025-10-07 01:16,140.6,25.4,0.0,,4312.8,1715.2,354.7,1389.1,11925.9,342.9,6016.2,46.3,64.7,16224.74,0.62,,,,,,0.53,0.1,0.0,16.38,6.51,1.35,5.27,45.29,1.3,22.85,0.18,0.25
2025-10-07 07:15,0.0,25.1,865.81,,4234.4,1644.6,373.3,1386.8,11481.8,335.9,5546.4,40.1,315.2,15464.88,0.59,,,,,,0.0,0.1,3.3,16.13,6.27,1.42,5.28,43.74,1.28,21.13,0.15,1.2
2025-10-07 10:56,1170.1,29.3,6126.1,,4559.3,1598.9,364.1,1799.6,12375.6,421.5,5664.0,40.4,350.6,16455.36,0.48,,,,,,3.39,0.08,17.76,13.22,4.63,1.06,5.22,35.87,1.22,16.42,0.12,1.02
2025-10-07 11:31,462.3,28.0,6452.68,,4629.7,1599.7,382.4,1810.1,12351.3,519.0,5861.8,39.6,427.5,16740.77,0.48,,,,,,1.34,0.08,18.67,13.39,4.63,1.11,5.24,35.73,1.5,16.96,0.11,1.24
2025-10-07 19:15,1311.1,29.9,0.0,,5629.4,1712.0,656.5,1809.2,12515.1,908.3,6660.0,58.0,1769.8,18468.51,0.56,,,,,,3.97,0.09,0.0,17.03,5.18,1.99,5.47,37.86,2.75,20.15,0.18,5.35
2025-10-07 20:38,1004.7,30.1,0.0,,5730.2,1705.4,575.8,1739.6,12335.9,751.6,6662.8,56.9,1690.0,18257.83,0.57,,,,,,3.11,0.09,0.0,17.75,5.28,1.78,5.39,38.21,2.33,20.64,0.18,5.23
2025-10-07 21:28,794.7,31.1,0.0,,5751.9,1720.3,568.5,1644.4,12317.2,745.8,6671.8,56.0,1449.5,18218.32,0.57,,,,,,2.5,0.1,0.0,18.12,5.42,1.79,5.18,38.79,2.35,21.01,0.18,4.57
2025-10-08 01:16,29.5,27.4,0.0,,4847.9,1715.2,402.8,1524.8,12114.8,346.4,6655.4,44.7,933.8,17244.88,0.6,,,,,,0.1,0.1,0.0,16.93,5.99,1.41,5.32,42.3,1.21,23.24,0.16,3.26
2025-10-08 02:27,0.0,29.4,0.0,,4852.8,1718.6,417.9,1491.7,12067.7,336.1,5965.6,39.7,458.3,16573.68,0.61,,,,,,0.0,0.11,0.0,17.73,6.28,1.53,5.45,44.08,1.23,21.79,0.15,1.67
2025-10-08 04:19,0.0,28.6,0.0,,4860.4,1703.4,420.0,1491.0,12210.0,330.6,5703.8,37.9,147.6,16392.97,0.61,,,,,,0.0,0.11,0.0,18.05,6.32,1.56,5.54,45.33,1.23,21.18,0.14,0.55
2025-10-08 05:15,0.0,27.9,5.1,,4910.9,1640.9,418.4,1448.3,12115.3,333.4,5693.5,37.7,126.3,16281.81,0.61,,,,,,0.0,0.1,0.02,18.35,6.13,1.56,5.41,45.28,1.25,21.28,0.14,0.47
2025-10-08 14:28,414.9,24.4,5058.32,,5503.8,1645.2,398.1,1722.7,12122.7,532.2,6329.4,57.0,1198.0,17498.22,0.5,,,,,,1.19,0.07,14.45,15.72,4.7,1.14,4.92,34.63,1.52,18.08,0.16,3.42
2025-10-08 19:15,1387.0,31.7,0.0,,5724.0,1710.6,701.6,1733.4,12652.6,903.1,6615.9,67.4,1629.1,18501.96,0.56,,,,,,4.18,0.1,0.0,17.26,5.16,2.12,5.23,38.16,2.72,19.95,0.2,4.91
2025-10-08 20:38,1154.1,30.5,0.0,,5744.1,1724.3,642.2,1694.9,12028.1,902.3,6613.4,67.9,1460.3,18186.52,0.57,,,,,,3.6,0.1,0.0,17.92,5.38,2.0,5.29,37.52,2.81,20.63,0.21,4.55
2025-10-08 21:28,451.0,31.0,0.0,,5613.9,1717.3,499.9,1690.9,12423.8,698.9,6623.3,67.6,1422.4,18156.51,0.58,,,,,,1.44,0.1,0.0,17.97,5.5,1.6,5.41,39.77,2.24,21.2,0.22,4.55
2025-10-08 22:18,489.4,31.4,0.0,,5654.3,1712.2,505.9,1809.9,12438.3,386.0,6496.0,62.8,1267.1,17881.8,0.58,,,,,,1.59,0.1,0.0,18.33,5.55,1.64,5.87,40.31,1.25,21.05,0.2,4.11
2025-10-08 23:19,330.1,27.4,0.0,,5620.8,1718.5,517.4,1593.3,12418.3,348.9,6307.6,59.6,1138.3,17528.8,0.58,,,,,,1.1,0.09,0.0,18.69,5.71,1.72,5.3,41.28,1.16,20.97,0.2,3.78
2025-10-09 04:19,0.0,28.5,0.0,,4827.3,1695.5,410.7,1389.7,11146.9,335.0,5095.3,45.3,1475.8,15239.15,0.58,,,,,,0.0,0.11,0.0,18.25,6.41,1.55,5.25,42.14,1.27,19.26,0.17,5.58
2025-10-09 05:16,0.0,28.0,5.02,,4813.4,1647.2,477.6,1454.3,11223.6,330.9,4942.6,45.1,1609.8,15124.96,0.57,,,,,,0.0,0.11,0.02,18.11,6.2,1.8,5.47,42.23,1.25,18.6,0.17,6.06
2025-10-09 07:16,0.0,27.5,953.77,,4644.3,1647.3,531.9,1445.6,10879.6,332.9,4954.6,47.0,1781.0,14877.29,0.55,,,,,,0.0,0.1,3.5,17.05,6.05,1.95,5.31,39.93,1.22,18.19,0.17,6.54
2025-10-09 10:59,154.7,27.4,6554.12,,4723.1,1606.3,402.8,1730.0,11068.9,332.8,5118.0,46.8,1850.6,15291.89,0.45,,,,,,0.46,0.08,19.5,14.05,4.78,1.2,5.15,32.93,0.99,15.23,0.14,5.51
2025-10-09 16:24,1218.5,29.5,2667.83,,5515.5,1702.4,703.9,1702.9,11969.2,266.9,5895.9,61.0,2212.6,16867.93,0.5,,,,,,3.59,0.09,7.86,16.25,5.02,2.07,5.02,35.26,0.79,17.37,0.18,6.52
2025-10-09 21:29,787.4,27.7,0.0,,5678.2,1710.7,575.5,1778.8,11674.8,208.8,5308.9,63.7,1963.2,16282.61,0.55,,,,,,2.64,0.09,0.0,19.07,5.74,1.93,5.97,39.21,0.7,17.83,0.21,6.59
2025-10-09 23:29,901.6,24.8,0.0,,4965.7,1700.6,575.5,1695.7,11868.3,202.1,4969.5,56.1,1686.6,15646.87,0.55,,,,,,3.15,0.09,0.0,17.33,5.94,2.01,5.92,41.43,0.71,17.35,0.2,5.89
2025-10-10 02:26,0.0,24.8,0.0,,4149.2,1701.7,534.4,1173.8,12208.4,189.9,4703.7,46.2,1552.4,14839.13,0.56,,,,,,0.0,0.09,0.0,15.79,6.47,2.03,4.47,46.45,0.72,17.9,0.18,5.91
2025-10-10 05:16,16.3,23.2,5.13,,3641.3,1647.8,491.8,1191.9,12259.2,186.3,4679.1,43.2,956.5,14545.36,0.58,,,,,,0.06,0.09,0.02,14.48,6.55,1.96,4.74,48.76,0.74,18.61,0.17,3.8
2025-10-10 13:17,0.0,24.6,6487.02,,3876.7,1584.1,511.6,1128.7,12189.6,189.5,4783.0,45.1,509.1,14630.7,0.47,,,,,,0.0,0.08,20.71,12.37,5.06,1.63,3.6,38.91,0.6,15.27,0.14,1.63
2025-10-10 14:28,0.7,26.7,5346.59,,4296.0,1614.4,505.5,1204.4,12121.8,209.2,5200.0,46.3,880.5,15271.21,0.49,,,,,,0.0,0.08,17.0,13.66,5.13,1.61,3.83,38.54,0.67,16.53,0.15,2.8
2025-10-10 15:17,159.3,30.0,4209.21,,4342.8,1645.0,515.5,1159.3,12121.1,214.7,5341.4,46.9,1118.8,15426.92,0.5,,,,,,0.52,0.1,13.62,14.05,5.32,1.67,3.75,39.22,0.69,17.28,0.15,3.62
2025-10-10 19:15,1593.2,33.6,0.0,,4343.2,1640.9,794.0,1198.3,12678.2,459.7,6352.1,63.4,1574.8,16845.03,0.55,,,,,,5.18,0.11,0.0,14.13,5.34,2.58,3.9,41.25,1.5,20.67,0.21,5.12
2025-10-10 20:38,1886.0,37.0,0.0,,4359.8,1641.0,716.9,1167.9,12599.9,356.9,6582.5,61.5,1091.2,16919.54,0.55,,,,,,6.18,0.12,0.0,14.29,5.38,2.35,3.83,41.31,1.17,21.58,0.2,3.58
2025-10-10 21:27,1935.4,35.0,0.0,,4362.2,1645.8,609.7,1142.1,12612.4,358.2,6631.7,61.7,968.7,16961.31,0.56,,,,,,6.37,0.12,0.0,14.37,5.42,2.01,3.76,41.54,1.18,21.84,0.2,3.19
2025-10-11 05:15,0.0,36.2,4.29,,3687.9,1600.7,380.4,1157.7,12315.5,196.4,5123.0,45.1,43.5,14943.11,0.61,,,,,,0.0,0.15,0.02,15.0,6.51,1.55,4.71,50.08,0.8,20.83,0.18,0.18
2025-10-11 06:16,3.1,36.1,11.13,,3622.0,1603.2,383.9,1208.5,12246.4,197.3,4876.1,45.2,56.6,14686.93,0.6,,,,,,0.01,0.15,0.05,14.91,6.6,1.58,4.98,50.42,0.81,20.07,0.19,0.23
2025-10-11 11:25,0.0,31.5,7088.27,,2954.8,1594.2,360.9,1186.4,11928.4,193.6,4919.3,44.7,34.5,14208.47,0.47,,,,,,0.0,0.1,23.37,9.74,5.26,1.19,3.91,39.32,0.64,16.22,0.15,0.11
2025-10-11 12:20,0.0,30.5,7097.31,,3151.3,1597.9,374.9,1197.8,12033.1,193.4,5058.3,46.3,37.6,14495.53,0.47,,,,,,0.0,0.1,23.03,10.23,5.18,1.22,3.89,39.05,0.63,16.41,0.15,0.12
2025-10-11 21:20,1757.9,27.9,0.0,,4685.8,1690.7,750.4,1209.0,12644.3,457.3,6654.8,62.5,12.2,17320.36,0.58,,,,,,5.87,0.09,0.0,15.64,5.64,2.51,4.04,42.21,1.53,22.22,0.21,0.04
2025-10-11 23:14,463.4,19.9,0.0,,4665.7,1684.2,469.1,1196.3,12536.6,451.7,6622.7,59.1,16.8,17206.73,0.61,,,,,,1.64,0.07,0.0,16.55,5.98,1.66,4.24,44.48,1.6,23.5,0.21,0.06
2025-10-12 01:13,0.2,19.4,0.0,,3820.3,1671.0,467.9,1235.9,12454.3,450.8,6650.1,53.0,16.5,16773.52,0.62,,,,,,0.0,0.07,0.0,14.23,6.23,1.74,4.6,46.4,1.68,24.78,0.2,0.06
